CM_py,CM_Star_py,CSe
25.54284669,6.521340262,2.75
93.16872559,8.522954295,4.56385619
113.3199018,8.990566393,3.753434386
107.020552,8.955056975,4.51755943
64.94790868,7.905932218,3.947702779
213.8681004,9.667899667,5.38367453
121.9088637,8.863220699,4.321721231
85.7665944,8.436342173,4.142914673
60.97417242,8.116092086,3.625
99.00728953,8.629260592,4.623516641
117.6877573,9.055735825,4.651084443
117.6877573,9.055735825,4.651084443
253.166661,10.1589773,5.519454883
53.07508176,7.430096008,4
171.0418455,9.51394893,4.950419141
37.2123903,7.320432969,3.121928095
42.24452848,7.628366117,2.55034071
99.00728953,8.629260592,4.623516641
84.81072786,8.416109658,4.229871195
53.9089121,7.732046777,3.773557262
113.8266277,8.919566726,4.875
99.00728953,8.629260592,4.623516641
66.51995268,8.199163392,3.690116518
120.4590294,8.993719112,3.840018266
75.36393562,8.248035623,3.879664005
155.3070987,9.338580759,4.68418372
107.7970463,8.75812878,4.651084443
83.5456326,8.238356508,3.97366069
133.9512068,9.552463945,3.906890596
40.88839119,7.255008839,3.39274741
115.7175477,8.911955084,4.760647923
99.00728953,8.629260592,4.623516641
47.80452226,7.970339066,2.396240625
40.54619166,7.136351832,3.251629167
71.93911738,7.914985157,4.095795255
82.11898749,8.359557324,3.936260028
130.6276718,9.192712146,4.300554385
145.1060837,9.263712908,4.06720286
180.1961503,9.510358809,4.390220048
132.7527642,9.096991751,4.786425874
109.8373315,8.910282153,4.556088323
75.01762924,8.159449227,4.070656113
205.166376,9.709547348,5.207182771
